number,value,params_w_neo4j,params_w_semantique,state
197,0.8873675755133,0.035212604014657034,0.7574683188813365,COMPLETE
198,0.8981845257866004,0.019208146524719246,0.7941673992713665,COMPLETE
199,0.8774235268845861,0.052428288147739005,0.7382326654231541,COMPLETE
200,0.8982667359068284,0.018968113258536853,0.6795658806201725,COMPLETE
201,0.9031797424378868,0.0056617952492316465,0.7690478282660134,COMPLETE
202,0.9031797424378868,0.005839562142360518,0.7834411447799157,COMPLETE
203,0.8875799460511994,0.03381673219024614,0.8094028315099269,COMPLETE
204,0.9040014474324144,0.001900002964391468,0.7506412894429674,COMPLETE
205,0.8943857980113424,0.025545168160205373,0.7055846625470173,COMPLETE
206,0.9040014474324144,0.0017774122320999457,0.6746269534695226,COMPLETE
207,0.9059751791160864,0.0018287746577735303,0.8310999819967491,COMPLETE
208,0.8878814633960183,0.04265665060027578,0.8293167639121616,COMPLETE
209,0.8982667359068284,0.019427637542694644,0.6946727878861649,COMPLETE
210,0.8810575030700998,0.05710033030693102,0.84700670520697,COMPLETE
211,0.9059310083198076,0.0016709675692297057,0.8091614970494962,COMPLETE
212,0.8982667359068284,0.023030380871149985,0.8604621402563886,COMPLETE
213,0.8982220183338329,0.020056261705674372,0.7981504851383605,COMPLETE
214,0.9058519345931478,0.0011754552023076036,0.8222261385405754,COMPLETE
215,0.8873675755133,0.03981113057750972,0.8184923314135832,COMPLETE
216,0.9059310083198076,0.001425516209472707,0.8843153564510235,COMPLETE
217,0.8944920534790727,0.03170114335266636,0.9013286804689906,COMPLETE
218,0.8980729600262652,0.017864679525684206,0.879393426915369,COMPLETE
219,0.8873675755133,0.0433041029422619,0.8705761183432206,COMPLETE
220,0.8700099760103187,0.33998198909046284,0.8425236687621801,COMPLETE
221,0.9039558595559908,0.0027038643332022595,0.8250840291149684,COMPLETE
222,0.9059310083198076,0.0013760201387929968,0.8102053647474413,COMPLETE
223,0.9059751791160864,0.001899410304016089,0.8160135777175805,COMPLETE
224,0.8704190447466179,0.6003217140696692,0.8094369466983273,COMPLETE
225,0.8970865154952378,0.024089493244456153,0.8072120346233441,COMPLETE
226,0.9059310083198076,0.0011399734967542953,0.6615137974296381,COMPLETE
227,0.9040014474324144,0.0018481494478719937,0.6626134374822104,COMPLETE
228,0.8912877012363185,0.027106088462709864,0.6753460704974603,COMPLETE
229,0.9059310083198076,0.0013283948827276305,0.649321159874648,COMPLETE
230,0.8949240673167808,0.022577226885977495,0.6953312126529796,COMPLETE
231,0.8982667359068284,0.017534580028164652,0.6415819762445945,COMPLETE
232,0.9059310083198076,0.0012105293063017814,0.6554426175957729,COMPLETE
233,0.9059310083198076,0.0011202029840213384,0.6538386147464806,COMPLETE
234,0.8857480501721081,0.037399452058913166,0.6682695251949569,COMPLETE
235,0.9040014474324144,0.0016278636438569597,0.643095732382233,COMPLETE
236,0.8970307414203366,0.021488317421513418,0.7213570002588449,COMPLETE
237,0.8840827479745923,0.04090497602659375,0.6855463312480516,COMPLETE
238,0.8949240673167808,0.02243216319741262,0.6738975072206183,COMPLETE
239,0.9059310083198076,0.0011673549068813094,0.6611904004647513,COMPLETE
240,0.8774235268845861,0.04840711536980863,0.6568166197090124,COMPLETE
241,0.9040014474324144,0.0017090896969656454,0.6627272564732644,COMPLETE
242,0.8944920534790727,0.022537905428115915,0.6430291198705431,COMPLETE
243,0.8982667359068284,0.01971105991081682,0.6988795602123512,COMPLETE
244,0.9059751791160864,0.0015075497939678526,0.654875098482724,COMPLETE
245,0.9040014474324144,0.0019378708664936118,0.6446631075210869,COMPLETE
246,0.9059310083198076,0.0010460889571762093,0.6170236943303862,COMPLETE
247,0.8870838462248303,0.03415914076165834,0.6567168549951149,COMPLETE
248,0.8970865154952378,0.021044271592903112,0.6846034390153926,COMPLETE
249,0.9059310083198076,0.001292357821818988,0.6275972794183072,COMPLETE
